Name,RA_hms,Dec_dms
J1734-3333,17:34:26.9,-33:33:20
J1735+6320,17:35:06.5,+63:20:00.0
J1735-0243,17:35:48.1,-02:43:48
B1732-07,17:35:04.9,-07:24:52.1
J1735-25,17:35:15,-25:00:00
J1735-28,17:35:12,-28:36:00
J1735-3258,17:35:56.9,-32:58:21.8
J1735-33,17:35:06,-33:37:00
J1736+05,17:36:54,+05:48:00
J1736-2457,17:36:45.4,-24:57:50
J1736-2819,17:36:24.7,-28:19:42
J1736-2843,17:36:42.5,-28:43:51
J1736-3422,17:36:00,-34:22:00
J1736-3511,17:36:02.7,-35:11:56
J1737-0314A,17:37:35.8,-03:14:34.7
J1737-0314B,17:37:36.1,-03:14:45
J1737-0314C,17:37:36.1,-03:14:45
J1737-0314D,17:37:36.1,-03:14:45
J1737-0314E,17:37:36.1,-03:14:45
J1737-0811,17:37:47.1,-08:11:08.9
J1737-3102,17:37:33.7,-31:02:00.5
J1737-3137,17:37:04.2,-31:37:21
J1737-32,17:37:32,-32:54:00
J1737-3320,17:37:10.5,-33:20:20
B1734-35,17:37:40.0,-35:55:43.5
J1738+0333,17:38:53.9,+03:33:10.8
J1738+04,17:38:25,+04:20:00
J1738-2330,17:38:08.8,-23:30:47
J1738-2647,17:38:05.0,-26:47:46
J1738-2736,17:38:14.6,-27:36:25.8
J1738-2955,17:38:52.1,-29:55:57.4
J1738-3107,17:38:47.4,-31:07:44
B1735-32,17:38:54.1,-32:11:53.6
J1738-33,17:38:54,-33:52:00
J1738-3316,17:38:34.4,-33:16:01.6
J1739+0612,17:39:17.9,+06:12:28.9
J1739-1313,17:39:57.8,-13:13:18.7
J1739-2521,17:39:32.6,-25:21:56
J1739-26,17:39:24,-26:23:00
B1736-29,17:39:34.2,-29:03:02.2
J1739-3023,17:39:39.7,-30:23:12.9
J1739-3049,17:39:23.2,-30:49:40
J1739-31,17:39:08,-31:55:00
B1736-31,17:39:24.3,-31:31:15.3
J1739-3159,17:39:48.6,-31:59:49
J1739-3951,17:39:38.2,-39:52:00.3
J1740+1000,17:40:25.9,+10:00:06.3
B1737+13,17:40:07.3,+13:11:56.1
J1740+27,17:40:30,+27:13:00
J1740-2540,17:40:45.3,-25:40:19
B1737-30,17:40:33.8,-30:15:43.5
J1740-3052,17:40:50.0,-30:52:04.3
J1740-3327,17:40:25.7,-33:27:53.5
J1740-5340A,17:40:44.5,-53:40:40.9
J1740-5340B,17:40:42.6,-53:40:28.1
J1741+1351,17:41:31.1,+13:51:44.1
J1741+2758,17:41:53.5,+27:58:09.0
J1741+3855,17:41:12.3,+38:55:09.9
B1738-08,17:41:22.5,-08:40:31.7
J1741-2019,17:41:06.8,-20:19:24
J1741-2054,17:41:57.2,-20:54:11.8
J1741-21,17:41:00,-21:00:00
J1741-2152,17:41:56.9,-21:52:25
J1741-2719,17:41:35.0,-27:19:23
J1741-2733,17:41:01.3,-27:33:51
J1741-2945,17:41:14.4,-29:45:35
J1741-3016,17:41:07.0,-30:16:31
J1741-34,17:41:54,-34:19:00
B1737-39,17:41:18.0,-39:27:38.2
J1742+20,17:42:45,+20:17:00
J1742-0203,17:42:24.5,-02:03:43.1
J1742-0559,17:42:06.2,-05:59:57.7
J1742-3321,17:42:00,-33:21:00
J1742-3957,17:42:04.4,-39:57:22
J1742-4616,17:42:26.1,-46:16:53.6
J1743+05,17:43:16,+05:29:00
B1740-03,17:43:08.1,-03:39:11.5
B1740-13,17:43:37.6,-13:51:38.0
J1743-2442,17:43:20.1,-24:42:55
B1740-31,17:43:36.7,-31:50:22.7
J1743-3153,17:43:15.5,-31:53:06.4
J1743-35,17:43:06,-35:32:00
J1743-4212,17:43:05.2,-42:12:00.7
J1744-1134,17:44:29.4,-11:34:54.7
J1744-1610,17:44:16.5,-16:10:35.8
J1744-2335,17:44:48.4,-23:35:55
J1744-2946,17:44:15.5,-29:46:51.6
J1744-3130,17:44:05.6,-31:30:07.9
J1744-3922,17:44:02.6,-39:22:21.1
J1744-5337,17:44:38.9,-53:37:49.7
J1744-7619,17:44:00.4,-76:19:14.7
J1745+1017,17:45:33.8,+10:17:52.5
J1745+1252,17:45:44.1,+12:52:38.3
J1745+42,17:45:48,+42:53:00
J1745-0129,17:45:02.0,-01:29:18.1
J1745-0952,17:45:09.1,-09:52:39.6
J1745-2229,17:45:16.7,-22:29:14
J1745-23,17:45:30,-23:25:00
J1745-2758,17:45:52.2,-27:58:38.0
J1745-2900,17:45:40.1,-29:00:29.8
J1745-2910,17:45:16,-29:10:00
J1745-2912,17:45:47.8,-29:12:30.7
B1742-30,17:45:56.3,-30:40:22.7
J1745-3812,17:45:15.4,-38:12:07.3
J1746+2245,17:46:00.8,+22:45:28.9
J1746+2540,17:46:06.8,+25:40:37.5
J1746-2829,17:46:15,-28:29:32
J1746-2849,17:46:03.3,-28:50:13.3
J1746-2850,17:46:06.6,-28:50:42
J1746-2856,17:46:49.8,-28:56:58.9
J1746-3239,17:46:54.9,-32:39:55.8
J1747-1030,17:47:58.3,-10:30:05
J1747-2647,17:47:30.8,-26:47:14
J1747-2802,17:47:26.5,-28:02:37
J1747-2809,17:47:22.8,-28:09:15.0
J1747-2958,17:47:15.8,-29:58:01.0
J1747-4036,17:47:48.7,-40:36:54.8
B1745-12,17:48:17.4,-13:00:52.0
B1745-20A,17:48:52.6,-20:21:39.7
J1748-2021B,17:48:52.9,-20:21:38.8
J1748-2021C,17:48:51.1,-20:21:53.8
J1748-2021D,17:48:51.6,-20:21:07.4
J1748-2021E,17:48:52.8,-20:21:29.3
J1748-2021F,17:48:52.3,-20:21:39.3
J1748-2444,17:48:48.5,-24:44:37
B1744-24A,17:48:02.2,-24:46:36.9
J1748-2446C,17:48:04.5,-24:46:36
J1748-2446D,17:48:04.8,-24:46:45
J1748-2446E,17:48:04.8,-24:46:45
J1748-2446F,17:48:04.8,-24:46:45
J1748-2446G,17:48:04.8,-24:46:45
J1748-2446H,17:48:04.8,-24:46:45
J1748-2446I,17:48:04.8,-24:46:45
J1748-2446J,17:48:04.8,-24:46:45
J1748-2446K,17:48:04.8,-24:46:45
J1748-2446L,17:48:04.8,-24:46:45
J1748-2446M,17:48:04.8,-24:46:45
J1748-2446N,17:48:04.8,-24:46:45
J1748-2446O,17:48:04.8,-24:46:45
J1748-2446P,17:48:04.8,-24:46:45
J1748-2446Q,17:48:04.8,-24:46:45
J1748-2446R,17:48:04.8,-24:46:45
J1748-2446S,17:48:04.8,-24:46:45
J1748-2446T,17:48:04.8,-24:46:45
J1748-2446U,17:48:04.8,-24:46:45
J1748-2446V,17:48:04.8,-24:46:45
J1748-2446W,17:48:04.8,-24:46:45
J1748-2446X,17:48:04.8,-24:46:45
J1748-2446Y,17:48:04.8,-24:46:45
J1748-2446Z,17:48:04.8,-24:46:45
J1748-2446aa,17:48:04.8,-24:46:45
J1748-2446ab,17:48:04.8,-24:46:45
J1748-2446ac,17:48:04.8,-24:46:45
J1748-2446ad,17:48:04.8,-24:46:45
J1748-2446ae,17:48:04.8,-24:46:45
J1748-2446af,17:48:04.8,-24:46:45
J1748-2446ag,17:48:04.8,-24:46:45
J1748-2446ah,17:48:04.8,-24:46:45
J1748-2446ai,17:48:04.8,-24:46:45
J1748-2446aj,17:48:05.0,-24:46:34.8
J1748-2446ak,17:48:03.6,-24:46:37.8
J1748-2446al,17:48:00,-24:46:00
J1748-2446am,17:48:04.8,-24:46:47.2
J1748-2446an,17:48:05.6,-24:46:42.0
J1748-2446ao,17:48:05.1,-24:46:36.1
J1748-2446ap,17:48:05.1,-24:46:29.8
J1748-2446aq,17:48:04.7,-24:46:42.8
J1748-2446ar,17:48:04.6,-24:46:45.4
J1748-2446as,17:48:04.6,-24:46:40.2
J1748-2446at,17:48:05.3,-24:46:47.0
J1748-2446au,17:48:04.9,-24:46:47.7
J1748-2446av,17:48:05.0,-24:46:43.3
J1748-2446aw,17:48:05.4,-24:46:50.0
J1748-2446ax,17:48:04.4,-24:46:52.7
J1748-2815,17:48:00,-28:15:00
J1748-30,17:48:00,-30:17:00
J1748-3009,17:48:23.7,-30:09:11.2
J1749+16,17:49:29,+16:24:00
J1749+5952,17:49:33.2,+59:52:36.1
J1749-2146,17:49:21.2,-21:46:31
J1749-2347,17:49:15.6,-23:47:17
J1749-2629,17:49:11.2,-26:29:10
B1746-30,17:49:13.4,-30:02:35
J1749-4931,17:49:23.7,-49:31:59
J1749-5417,17:49:47.0,-54:17:30.7
B1745-56,17:49:44.5,-56:05:19
J1750+07,17:50:40,+07:33:00
J1750-2043,17:50:18.4,-20:43:08
J1750-2438,17:50:59.7,-24:38:58
J1750-2444,17:50:22.9,-24:44:47
J1750-2536,17:50:33.3,-25:36:43
J1750-28,17:50:04.0,-28:45:00
J1750-3116A,17:50:46,-31:16:00
B1747-31,17:50:47.3,-31:57:44.1
J1750-3503,17:50:44.5,-35:03:08.9
J1750-3703A,17:50:13.8,-37:03:10.9
J1750-3703B,17:50:12.1,-37:03:22.9
J1750-3703C,17:50:13.4,-37:03:05.5
J1750-3703D,17:50:13.0,-37:03:06.3
J1751-0542,17:51:32.6,-05:42:16.2
J1751-2516,17:51:52.6,-25:16:43
J1751-2737,17:51:12.6,-27:37:19.8
J1751-2857,17:51:32.6,-28:57:46.5
J1751-3323,17:51:32.7,-33:23:39.6
B1747-46,17:51:42.1,-46:57:26.5
J1752+2359,17:52:35.4,+23:59:48.2
J1752-2410,17:52:58.7,-24:10:26
B1749-28,17:52:58.6,-28:06:37.3
J1752-2821,17:52:24.5,-28:21:10
J1753-12,17:52:53,-12:59:00
J1753-1914,17:53:35.1,-19:14:58
J1753-2240,17:53:39.8,-22:40:42
B1750-24,17:53:30.6,-25:00:25
J1753-28,17:53:06,-28:53:00
J1753-2819,17:53:56.1,-28:19:30.0
J1753-38,17:53:00,-38:49:00
J1754+0032,17:54:52,+00:36:33
J1754+48,17:54:00,+48:46:00
B1753+52,17:54:22.9,+52:01:12.2
J1754-2422,17:54:36.5,-24:22:24
J1754-3014,17:54:30.1,-30:15:03
J1754-3443,17:54:37.3,-34:43:55.0
J1754-3510,17:54:54.6,-35:10:43.4
J1755-0903,17:55:10.3,-09:03:51.6
J1755-1650,17:55:11.6,-16:50:41
J1755-2025,17:55:35.8,-20:25:00
J1755-22,17:55:18,-22:49:00
J1755-2521,17:55:59.7,-25:21:27
J1755-25211,17:55:19.3,-25:21:09
J1755-2534,17:55:49.8,-25:34:39
J1755-2550,17:55:38.4,-25:50:22.0
J1755-26,17:55:16.2,-26:00:00
J1755-2725,17:55:41.8,-27:25:45
J1755-33,17:55:12,-33:31:00
J1755-3716,17:55:35.4,-37:16:10.7
J1756+1822,17:56:17.5,+18:22:55.3
J1756-2225,17:56:25.5,-22:25:48
J1756-2251,17:56:46.6,-22:51:59.3
B1753-24,17:56:57.9,-24:35:34
J1756-25,17:56:12,-25:28:00
J1756-251,17:56:12,-25:18:00
J1756-2619,17:57:19.3,-26:19:08
J1757-1500,17:57:12.7,-15:00:28.5
J1757-16,17:57:25,-16:26:00
J1757-1854,17:57:03.7,-18:54:03.3
J1757-2223,17:57:50.7,-22:23:49
B1754-24,17:57:29.3,-24:22:07.4
J1757-26,17:57:06,-26:52:00
J1757-2745,17:57:54.7,-27:45:40.1
J1757-5322,17:57:15.1,-53:22:26.6
J1757-6032,17:57:45.4,-60:32:12.3
J1758+3030,17:58:25.8,+30:30:24.0
J1758-1931,17:58:05.6,-19:31:41
J1758-2206,17:58:44.4,-22:06:45
J1758-24,17:58:18,-24:27:00
J1758-25,17:58:54,-25:27:00
J1758-2540,17:58:31.9,-25:40:49
J1758-2630,17:58:34.2,-26:30:10
J1758-2846,17:58:15.4,-28:46:02
J1759+5036,17:59:45.6,+50:36:56.9
J1759-1029,17:59:34.3,-10:29:57
J1759-1736,17:59:28.1,-17:36:10
J1759-1903,17:59:41.7,-19:03:19
J1759-1940,17:59:57.0,-19:40:29
J1759-1956,17:59:35.4,-19:56:08
B1756-22,17:59:24.1,-22:05:30.6
J1759-2302,17:59:49.2,-23:02:08
J1759-2307,17:59:30.9,-23:07:17
J1759-24,17:59:24,-24:02:00
J1759-2549,17:59:35.1,-25:49:07
J1759-2922,17:59:48.2,-29:22:07
J1759-3107,17:59:22.0,-31:07:21.7
J1759-5505,17:59:34.1,-55:05:30.9
J1800+5034,18:00:44.3,+50:34:21.7
J1800-0125,18:00:22.0,-01:25:30.6
J1800-2114,18:00:12.3,-21:14:19
B1757-23,18:00:00,-23:43:00
B1758-03,18:01:22.6,-03:57:55.3
J1801-0857A,18:01:50.6,-08:57:31.9
J1801-0857B,18:01:50.5,-08:57:32.8
J1801-0857C,18:01:50.7,-08:57:32.7
J1801-0857D,18:01:55.3,-08:57:24.3
J1801-0857E,18:01:50.6,-08:57:31.3
J1801-0857F,18:01:50.7,-08:57:31.2
J1801-0857G,18:01:50.0,-08:57:27.5
J1801-0857H,18:01:52.5,-08:57:45.0
J1801-0857I,18:01:53.5,-08:57:41.8
J1801-0857K,18:01:50.7,-08:57:32.5
J1801-0857L,18:01:49.5,-08:57:08.0
J1801-0857M,18:01:50.6,-08:57:31.4
J1801-0857N,18:01:50.6,-08:57:34.5
J1801-0857O,18:01:50.7,-08:57:33.3
J1801-1417,18:01:51.0,-14:17:34.5
J1801-1855,18:01:22.3,-18:55:49
J1801-1909,18:01:46.6,-19:09:36
J1801-2115,18:01:32.4,-21:15:18
J1801-2154,18:01:08.6,-21:54:07.1
B1758-23,18:01:19.8,-23:04:44.6
B1757-24,18:01:00.0,-24:51:27.5
B1758-29,18:01:46.8,-29:20:39.0
J1801-3210,18:01:25.8,-32:10:53.7
J1801-3458,18:01:52.6,-34:58:37
J1802+0128,18:02:27.4,+01:28:23.7
J1802+03,18:02:44,+03:38:00
J1802-0523,18:02:12.1,-05:23:29
J1802-1745,18:02:14.8,-17:45:17
J1802-2124,18:02:05.3,-21:24:03.6
J1802-2426,18:02:03.1,-24:26:43
J1802-3346,18:02:55.2,-33:46:45
J1803+1358,18:03:11,+13:59:26
J1803+47,18:03:00,+47:08:00
J1803-1616,18:03:34.6,-16:16:30
J1803-1857,18:03:59.0,-18:57:19
J1803-1920,18:03:29.4,-19:20:41
B1800-21,18:03:51.4,-21:37:07.3
J1803-2149,18:03:09.6,-21:49:13
B1800-27,18:03:31.6,-27:12:06
J1803-3002A,18:03:34.0,-30:02:02
J1803-3002B,18:03:34.0,-30:02:02
J1803-3002C,18:03:35.2,-30:02:14.5
J1803-3002D,18:03:34.0,-30:02:02
J1803-3002E,18:03:34.1,-30:02:11
J1803-3002F,18:03:34.7,-30:02:32
J1803-3329,18:03:44.4,-33:29:10.7
J1803-6707,18:03:04.2,-67:07:36.1
B1802-07,18:04:49.8,-07:35:24.6
J1804-17,18:04:42,-17:24:00
J1804-2228,18:04:28.1,-22:28:18
J1804-2717,18:04:21.1,-27:17:31.3
J1804-28,18:04:48,-28:07:00
J1804-2858,18:04:01.5,-28:58:46.6
B1802+03,18:05:10.1,+03:06:30.2
J1805+0615,18:05:42.3,+06:15:18.6
J1805-0619,18:05:31.4,-06:19:45.5
J1805-1504,18:05:06.1,-15:04:36
J1805-2032,18:05:37.0,-20:32:51
J1805-2037,18:05:28.1,-20:37:16
J1805-2447,18:05:25.9,-24:47:30
J1805-2948,18:05:42.4,-29:48:00
J1806+1023,18:06:52.1,+10:23:18.3
J1806+2819,18:06:25.0,+28:19:01.1
B1804-12,18:06:06.7,-11:54:28.7
J1806-1618,18:06:25.7,-16:18:38
J1806-1920,18:06:06.6,-19:20:23
J1806-2125,18:06:19.8,-21:27:55.5
J1806-21250,18:06:18.2,-21:25:01.0
J1806-2133,18:06:12,-21:33:54
J1807+04,18:07:25,+04:05:00
J1807+0756,18:07:51.2,+07:56:43.3
B1804-08,18:07:38.0,-08:47:43.2
J1807-2459A,18:07:20.3,-24:59:52.9
J1807-2459B,18:07:20.8,-25:00:01.9
J1807-2557,18:07:13.6,-25:57:20
B1804-27,18:07:08.4,-27:15:03.0
J1808+00,18:08:19,+00:34:00
J1808-0813,18:08:09.4,-08:13:01.8
J1808-1020,18:08:45.6,-10:20:48.3
J1808-14,18:8:12,-14:57:00
J1808-1517,18:08:39.0,-15:17:39.8
J1808-1726,18:08:42.3,-17:26:27
J1808-19,18:8:06,-19:37:00
J1808-2024,18:08:39.3,-20:24:39.8
B1805-20,18:08:06.3,-20:58:08
J1808-2701,18:08:13.2,-27:01:21
J1808-3249,18:08:04.5,-32:49:33.6
J1809+17,18:09:06,+17:04:00
J1809-0116_P,18:09:43.1,-01:16:00
J1809-0119,18:09:51.3,-01:19:29.0
J1809-0743,18:09:35.9,-07:43:01.4
J1809-1429,18:09:45.5,-14:29:25.0
J1809-1850,18:09:37.2,-18:50:55
J1809-1917,18:09:43.1,-19:17:38.1
J1809-1943,18:09:51.0,-19:43:51.9
J1809-20,18:9:48,-20:36:00
J1809-2004,18:09:15.8,-20:04:12
B1806-21,18:09:14.3,-21:09:02.9
J1809-2332,18:09:50.2,-23:32:22.6
J1809-3547,18:09:26.9,-35:47:18
J1810+0705,18:10:47.0,+07:05:36.3
J1810+1744,18:10:37.2,+17:44:37.3
J1810-0100_P,18:10:29.7,-01:00:00
J1810-1441,18:10:59.1,-14:41:33.6
J1810-1709,18:10:28.2,-17:09:27
J1810-1820,18:10:55.5,-18:20:39
J1810-2005,18:10:58.9,-20:05:08.2
B1806-53,18:10:44.4,-53:38:07.6
J1811+0702,18:11:20.4,+07:02:29.7
J1811-0154,18:11:19.8,-01:54:32.0
J1811-0624,18:11:18.0,-06:24:37.4
J1811-1049,18:11:17.0,-10:49:03
J1811-1717,18:11:26.5,-17:17:47
J1811-1736,18:11:55.0,-17:36:37.7
J1811-1835,18:11:29.7,-18:35:44
J1811-1925,18:11:29.2,-19:25:28
J1811-2405,18:11:19.8,-24:05:18.4
J1811-2439,18:11:55.5,-24:39:53
J1811-4930,18:11:27.1,-49:30:20.8
B1810+02,18:12:53.1,+02:26:57.1
J1812-12,18:12:06,-12:54:00
J1812-15,18:12:36,-15:31:00
J1812-17,18:12:40,-17:25:00
B1809-173,18:12:07.2,-17:18:29.5
B1809-176,18:12:15.8,-17:33:37.8
J1812-1910,18:12:34.8,-19:10:39
J1812-20,18:12:36.5,-20:58:06
J1812-2102,18:12:20.9,-21:02:36
J1812-2526,18:12:32.3,-25:26:38
J1812-2748,18:12:40.5,-27:48:03
J1812-3039,18:12:44.9,-30:39:21
J1813+1822,18:13:38.7,+18:22:15.0
B1811+40,18:13:13.2,+40:13:39.0
J1813-0402,18:13:34.9,-04:02:47.8
J1813-1246,18:13:23.7,-12:45:59.2
J1813-14,18:13:30,-14:44:00
J1813-17,18:13:55,-17:11:00
J1813-1749,18:13:35.1,-17:49:57.5
J1813-2113,18:13:39.9,-21:13:10.2
J1813-2242,18:13:29.1,-22:42:06
J1813-2621,18:13:40.5,-26:21:57.0
J1814+0045_P,18:14:10.4,+00:45:00
J1814+1130,18:14:42.7,+11:30:43.9
J1814+22,18:14:36,+22:23:00
J1814+31,18:14:31,+31:30:01
J1814-0521,18:14:26.1,-05:21:37.0
J1814-0618,18:14:41.2,-06:18:01.7
J1814-1649,18:14:37.3,-16:49:28
J1814-1744,18:14:43.1,-17:44:48
J1814-1845,18:14:42,-18:45:24
J1815+5546,18:15:05.7,+55:46:23.3
J1815-1738,18:15:14.6,-17:38:06.8
J1815-1910,18:15:03.0,-19:10:00.4
J1816+0216_P,18:16:06.9,+02:16:00
J1816+4510,18:16:35.9,+45:10:33.8
J1816-0021_P,18:16:34.0,-00:21:00
J1816-0038_P,18:16:38.9,-00:38:00
J1816-0755,18:16:24.5,-07:55:22.5
J1816-1446,18:16:29.1,-14:46:30
B1813-17,18:16:18.6,-17:29:02.7
B1813-26,18:16:35.3,-26:49:53
J1816-5643,18:16:36.4,-56:43:42.1
J1817-0012_P,18:17:52.6,-00:12:00
J1817-0743,18:17:49.7,-07:43:18.9
J1817-1511,18:17:36.2,-15:11:39
J1817-1742,18:17:09.0,-17:42:01.1
J1817-19,18:17:06,-19:35:00
J1817-1938,18:17:06.8,-19:38:36
B1814-23,18:17:00,-23:11:00
B1813-36,18:17:05.8,-36:18:04.6
J1817-3837,18:17:00.2,-38:37:59.7
J1818-0051_P,18:18:37.1,-00:51:00
J1818-0151,18:18:25.7,-01:51:54.0
J1818-1116,18:18:26.4,-11:16:29
B1815-14,18:18:23.7,-14:22:36.7
J1818-1448,18:18:27.9,-14:48:38
J1818-1502,18:18:54.3,-15:02:04.5
J1818-1519,18:18:14.6,-15:19:43
J1818-1541,18:18:37.5,-15:41:45
J1818-1556,18:18:51.9,-15:56:04
J1818-1607,18:18:00.1,-16:07:53.0
J1819+0322,18:19:15.2,+03:22:25.9
J1819+1305,18:19:56.2,+13:05:15.2
J1819-0040_P,18:19:10.5,-00:40:00
J1819-0050_P,18:19:30.6,-00:50:00
J1819-0925,18:19:50.5,-09:25:48.0
J1819-1008,18:19:39.9,-10:08:28
J1819-1114,18:19:28.7,-11:14:43
J1819-1131,18:19:58.1,-11:31:29
J1819-1318,18:19:43.6,-13:18:42
J1819-1408,18:19:56.8,-14:08:01.6
J1819-1458,18:19:34.1,-14:58:03.5
J1819-1510,18:19:53.6,-15:10:20.6
J1819-17,18:19:30,-17:05:00
J1819-1717,18:19:43.4,-17:17:16
J1819-37,18:19:00,-37:00:00
J1820+0006_P,18:20:27.7,+00:06:00
J1820+0058_P,18:20:18.7,+00:58:00
B1818-04,18:20:52.5,-04:27:37.7
J1820-0509,18:20:22.7,-05:09:38.1
B1817-13,18:20:19.7,-13:46:15.3
J1820-1529,18:20:41.3,-15:29:42.2
B1817-18,18:20:39.0,-18:18:03.3
J1820-19,18:20:36,-19:46:00
J1820-20,18:20:48,-20:55:00
J1821+0007_P,18:21:02.9,+00:07:00
J1821+0017_P,18:21:26.4,+00:17:00
J1821+0044_P,18:21:31.7,+00:44:00
J1821+0155,18:21:38.8,+01:55:21.9
J1821+1715,18:21:13.5,+17:15:47.0
J1821+4147,18:21:52.3,+41:47:02.5
J1821-0013_P,18:21:26.1,-00:13:00
J1821-0031_P,18:21:00.3,-00:31:00
J1821-0256,18:21:10.3,-02:56:38.6
J1821-0331,18:21:44.7,-03:31:12.7
J1821-1419,18:21:34.3,-14:19:26
J1821-1432,18:21:39.7,-14:32:53.2
J1822+0044_P,18:22:54.6,+00:44:00
J1822+02,18:22:00,+02:00:00
J1822+0207_P,18:22:00.5,+02:07:00
J1822+0705,18:22:18.4,+07:05:19.0
J1822+1120,18:22:14.6,+11:20:56.2
J1822+2617,18:22:44.8,+26:17:26.8
J1822-0719,18:22:28.0,-07:19:55.0
J1822-0848,18:22:51.8,-08:48:59.0
J1822-0902,18:22:35.7,-09:02:59.1
J1822-0907,18:22:39.8,-09:07:36
J1822-1252,18:22:41.7,-12:52:49
B1820-14,18:22:54.0,-14:00:02.4
J1822-1604,18:22:18.0,-16:04:26.8
J1822-1617,18:22:36.6,-16:17:35
B1819-22,18:22:58.9,-22:56:31
J1822-4209,18:22:11.3,-42:09:10.9
J1823+0048_P,18:23:46.1,+00:48:00
B1821+05,18:23:30.9,+05:50:24.2
J1823-0154,18:23:52.1,-01:54:04.6
J1823-11,18:23:48,-11:48:00
B1820-11,18:23:40.3,-11:15:11
J1823-1126,18:23:19.8,-11:26:04
J1823-1347,18:23:24.2,-13:47:54
J1823-1526,18:23:21.4,-15:26:22
J1823-1807,18:23:09.6,-18:07:33
B1820-30A,18:23:40.4,-30:21:40.1
B1820-30B,18:23:41.5,-30:21:40.9
J1823-3021C,18:23:41.1,-30:21:38.4
J1823-3021D,18:23:40.5,-30:21:43.6
J1823-3021E,18:23:38.9,-30:22:22.3
J1823-3021F,18:23:40.6,-30:21:39.9
J1823-3021G,18:23:40.7,-30:21:35.6
J1823-3021H,18:23:40.4,-30:21:39.9
B1820-31,18:23:46.7,-31:06:49.7
J1823-3543,18:23:42.9,-35:43:40.8
J1824+1014,18:24:14.9,+10:14:43.8
J1824-0117_P,18:24:58.5,-01:17:00
J1824-0127,18:24:53.4,-01:27:51.0
J1824-0132,18:24:55.5,-01:32:24.0
J1824-0621,18:24:15.8,-06:21:56.7
B1821-11,18:24:29.5,-11:18:42.6
J1824-1159,18:24:56.1,-11:59:53.4
J1824-1350,18:24:50.1,-13:50:21.0
J1824-1423,18:24:57.3,-14:23:05.3
J1824-1500,18:24:14.1,-15:00:33
B1821-19,18:24:00.4,-19:46:03.3
J1824-2233,18:24:10.3,-22:33:11
J1824-2328,18:24:28.6,-23:28:17
B1821-24A,18:24:32.0,-24:52:10.8
J1824-2452B,18:24:32.8,-24:52:11.2
J1824-2452C,18:24:32.8,-24:52:11.2
J1824-2452D,18:24:32.8,-24:52:11.2
J1824-2452E,18:24:32.8,-24:52:11.2
J1824-2452F,18:24:32.8,-24:52:11.2
J1824-2452G,18:24:32.8,-24:52:11.2
J1824-2452H,18:24:32.8,-24:52:11.2
J1824-2452I,18:24:32.5,-24:52:08.6
J1824-2452J,18:24:32.8,-24:52:11.2
J1824-2452K,18:24:32.8,-24:52:11.2
J1824-2452L,18:24:32.8,-24:52:11.2
J1824-2452M,18:24:33.1,-24:52:08.2
J1824-2452N,18:24:33.1,-24:52:11.8
J1824-2537,18:24:30.5,-25:37:19
B1822+00,18:25:15.3,+00:04:19.7
J1825+0057_P,18:25:59.1,+00:57:00
J1825-0208_P,18:25:43.2,-02:08:00
J1825-0254_P,18:25:41.7,-02:54:00
J1825-0319,18:25:55.9,-03:19:57.5
B1822-09,18:25:30.5,-09:35:21.2
J1825-1108,18:25:18.3,-11:08:54
B1822-14,18:25:02.9,-14:46:53.7
J1825-31,18:25:58,-31:02:20
J1825-33,18:26:02,-33:21:00
J1826-0049,18:26:16.5,-00:49:50.0
J1826-0132_P,18:26:05.1,-01:32:00
B1823-11,18:26:05.4,-11:31:43.6
J1826-1256,18:26:08.5,-12:56:33.0
B1823-13,18:26:13.1,-13:34:46.8
J1826-1419,18:26:42.3,-14:19:21.6
J1826-1526,18:26:12.6,-15:26:03
J1826-2415,18:26:36.0,-24:15:54.5
J1827-0125_P,18:27:35.1,-01:25:00
J1827-0216_P,18:27:42.7,-02:16:00
J1827-0750,18:27:02.7,-07:50:19.2
J1827-0849,18:27:36.4,-08:49:42
J1827-0934,18:27:45.8,-09:34:16.4
B1824-10,18:27:05.4,-09:58:43.2
J1827-1446,18:27:24.6,-14:46:28
J1828+0020_P,18:28:21.6,+00:20:00
J1828+0157_P,18:28:25.0,+01:57:00
J1828+0218_P,18:28:55.8,+02:18:00
J1828+0625,18:28:28.9,+06:25:09.7
J1828+1221,18:28:22.1,+12:21:20.9
J1828+1359,18:28:53.3,+13:59:35.3
J1828-0003,18:28:44,-00:03:00
J1828-0038_P,18:28:15,-00:38:00
J1828-0611,18:28:20.7,-06:11:51.9
J1828-1007,18:28:30.3,-10:07:10.1
J1828-1057,18:28:33.2,-10:57:26.9
J1828-1101,18:28:18.8,-11:01:50.8
J1828-1336,18:28:42.8,-13:36:45
J1828-2119,18:28:21.5,-21:19:56
J1829+0000,18:29:47.1,+00:00:08.5
J1829+2456,18:29:34.6,+24:56:18.1
J1829+25,18:29:00,+25:00:00
J1829-0116_P,18:29:44.0,-01:16:00
J1829-0235_P,18:29:35.0,-02:35:00
J1829-0734,18:29:05.3,-07:34:20.1
J1829-1011,18:29:06.0,-10:11:25
B1826-17,18:29:43.1,-17:51:03.9
J1830-0052,18:30:30.7,-00:52:54.0
J1830-0106_P,18:30:07.5,-01:06:00
J1830-0131,18:30:19.6,-01:31:48.1
J1830-0156_P,18:30:40.8,-01:56:00
J1830-0206_P,18:30:40.8,-02:06:00
J1830-0231_P,18:30:20.0,-02:31:00
